url,nom,image_url,nom_scientifique,statut,chapeau,pores,lamelles,pied,chair,odeur,saveur,habitat,saison,confusion,categories
https://www.guidedeschampignons.com/produit/bolet-elegant-suillus-greville-champignon-a-rejeter/,BOLET ÉLÉGANT,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Suillus-grevillei_Bolet-élégant_mombert.jpg,,À rejeter,"2 à 15 cm, lisse, visqueux, jaune citron, jaune orangé vif à roussâtre","Fins, jaune vif, brunissant au toucher",,"3 à 12 cm, visqueux, jaune au sommet, veiné de roussâtre vers la base, avec un anneau blanchâtre",Jaune vif puis crème,,Douce,"Toujours sous les mélèzes, parfois les douglas",Juillet > Octobre,,"Bolet, Champignons à rejeter, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Conifères, Les champignons, Mélèzes, Pins, Pores, Pores adnés jaunes puis jaune-olive, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-granule-suillus-granulatus-champignon-comestible-mediocre/,BOLET GRANULÉ,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Suillus-granulatus_Bolet-granulé_mombert.jpg,,Comestible médiocre,"4 à 14 cm, visqueux, jaunâtre, jaune ochracé à brun-roux","Adnés à un peu décurrents, fins, crème jaunâtre puis jaunes, pleurant de fines gouttelettes laiteuses",,"3 à 10 cm, blanchâtre à jaunâtre, finement granuleux au sommet",Blanchâtre à jaune,,Douce,Uniquement sous les pins,Juillet > Octobre,,"Bolet, Champignons comestibles médiocres, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Conifères, Les champignons, Pins, Pores, Pores adnés jaunes puis jaune-olive, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-indigotier-gyroporus-cyanescens-champignon-a-rejeter/,BOLET INDIGOTIER,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/iStock-531315996_Bolet-indigotier_gyroporus-cyanescens.jpg,,À rejeter,"4 à 12 cm, sec, mat, velouté, blanchâtre, crème ochracé à ocre jaune","Fins, blancs puis jaunâtres, bleuissant vivement au toucher",,"4 à 10 cm, épais, de même couleur que le chapeau, creux.","Blanche, bleuissant très vivement et intensément à la coupe",,Douce,Forêts de feuillus et de conifères,Juillet > Novembre,,"Bolet, Champignons à rejeter, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Conifères, Feuillus, Les champignons, Pores, Pores adnés blancs puis crème puis jaune-olive, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-jaune-suillus-luteus-champignon-bon-comestible/,BOLET JAUNE,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Suillus-luteus_Bolet-jaune_mombert.jpg,,Bon comestible,"4 à 14 cm, très visqueux, brun-jaune, brun-chocolat à brun-pourpre.","Fins, jaune vif puis jaune olivâtre",,"3 à 12 cm, blanc puis jaune, brunâtre à la base, avec un anneau ample blanchâtre et violacé en dessous.","Crème à jaunâtre, épaisse","Faible, fruitée","Douce, acidulée",Uniquement sous les pins,Août > Novembre,,"Bolet, Champignons bons comestibles, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Conifères, Les champignons, Pins, Pores, Pores adnés jaunes puis jaune-olive, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-orange-des-chenes-leccinum-aurantiacum-bon-comestible/,BOLET ORANGÉ DES CHÊNES,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Leccinum-aurantiacum_Bolet-orangé-des-chênes_mombert.jpg,,Bon comestible,"4 à 20 cm, sec, lisse, feutré, orangé vif à orangé rougeâtre, le bord du chapeau débordant sur les pores en dessous",Blancs puis grisâtres et enfin brun-gris,,"6 à 20 cm, élancé, blanc, couvert de fines écailles pâles vite roussissantes puis noircissantes","Blanche, puis rosissante, gris-lilas et enfin gris noirâtre à la coupe",Faible,Douce,Forêts de feuillus,Septembre > Novembre,,"Bolet, Champignons bons comestibles, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Feuillus, Les champignons, Pores, Pores adnés blancs puis grisâtres, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-poivre-chalciporus-piperatus-champignon-a-rejeter/,BOLET POIVRÉ,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Chalciporus-piperatus_Bolet-poivré_page.jpg,,À rejeter,"2 à 10 cm, sec ou visqueux par temps humide, brun-jaune à brun-rouge cuivré","Assez larges, polygonaux, cuivrés puis brun-rouille",,"4 à 10 cm, grêle, brun-jaune à brun-rouge. Mycélium jaune vif à la base","Crème, jaune vif dans le pied",,Très poivrée,Forêts de feuillus et de conifères,Juillet > Octobre,,"Bolet, Champignons à rejeter, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Conifères, Feuillus, Les champignons, Pores, Pores adnés cuivrés puis brun-rouille, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-pomme-de-pin-strobilomyces-strobilaceus-champignon-a-rejeter/,BOLET POMME DE PIN,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/shutterstock_214904197_Bolet-pomme-de-pin_Strobilomyces-strobilaceus.jpg,,À rejeter,"4 à 15 cm, couvert d’écailles laineuses épaisses et sombres, pyramidales, gris-noir ou brun-noir sur fond gris plus pâle","Gris pâle puis gris-brun, rougissant au toucher",,"5 à 15 cm, élancé, de même couleur que le chapeau, laineux à floconneux, avec un anneau bien visible chez les jeunes","Blanchâtre, rougissant nettement puis noircissant à la coupe",,Douce,"Forêts de feuillus et de conifères, plutôt en montagne",Juillet > Octobre,,"Bolet, Champignons à rejeter, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Conifères, Feuillus, Les champignons, Pores, Pores adnés gris puis gris-brun, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-roux-leccinum-versipelle-champignon-bon-comestible/,BOLET ROUX,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/shutterstock_274210742_Bolet-roux_Leccinum-versipelle.jpg,,Bon comestible,"3 à 18 cm, velouté, mat, ocre orangé à brun orangé vif, le bord débordant sur les pores en dessous",Gris puis gris-brun,,"3 à 20 cm, long, robuste, blanc, très densément couvert de fines écailles brun sombre à noires","Blanche, puis rosissante, gris violacé et enfin noirâtre à la coupe",Faible,Douce,Uniquement sous les bouleaux,Juin > Octobre,,"Bolet, Bouleaux, Champignons bons comestibles, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE JUIN, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Feuillus, Les champignons, Pores, Pores adnés gris puis gris-brun, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-rude-leccinum-scabrum-comestible-mediocre/,BOLET RUDE,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Leccinum-scabrum_Bolet-rude_mombert.jpg,,Comestible médiocre,"5 à 15 cm, lisse, velouté, ocre brun, brun tabac ou brun-châtain, parfois plus sombre","Blanchâtres, puis grisâtres et enfin brun ochracé",,"6 à 20 cm, long, blanchâtre, couvert de fines écailles grises puis brun noirâtre",Blanchâtre,,Douce,Uniquement sous les bouleaux,Juin > Octobre,,"Bolet, Bouleaux, Champignons comestibles médiocres, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE JUIN, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Feuillus, Les champignons, Pores, Pores adnés blancs puis grisâtres, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-satan-rubroletus-satanas-champignon-toxique/,BOLET SATAN,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Bolet-Satan.jpg,,Toxique,"5 à 25 voire 30 cm, mat, blanchâtre à gris-beige mastic, puis teinté de gris-brun olivâtre","Assez fins, jaune orangé puis rouge orangé à rouge sang, bleuissant au toucher",,"5 à 15 cm, épais, ventru, jaune au sommet, rose vif vers la base, avec un réseau assez net","Blanchâtre à jaunâtre, faiblement bleuissante",,Douce,Forêts de feuillus,Juillet > Novembre,,"Bolet, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Champignons toxiques, Feuillus, Les champignons, Pores, Pores adnés jaune orangé à rouge vif, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/calocere-visqueuse-calocera-viscosa-champignon-a-rejeter/,CALOCÈRE VISQUEUSE,https://www.guidedeschampignons.com/wp-content/uploads/2021/07/Calocera-viscosa_Calocere-visqueuse_pourre.jpg,Calocera viscosa,À rejeter,,,,Tronc assez ferme à la base,"Coriace et élastique, jaune",,Douce,Sur les souches ou les débris de bois de conifères,Juin > Novembre,,"Bois morts ou vivants, Champignons à rejeter, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE JUIN, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Conifères, Formes diverses, Les champignons, Ramifié, Souches"
https://www.guidedeschampignons.com/produit/calvatie-en-coupe-calvatia-excipuliformis-comestible-jeune/,CALVATIE EN COUPE,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Calvatia-excipuliformis_Calvatie-en-coupe_mombert.jpg,,Comestible jeune,"En forme de poire avec le pied bien individualisé. Tête sphérique (3 à 8 cm), blanche à brunâtre, couverte de petits aiguillons fragiles. À maturité, la tête se décompose.",,,"Long (2 à 8 cm), de la même couleur que le chapeau. Persiste longtemps après que la tête a disparu.","Cotonneuse, blanche puis olivâtre et pulvérulente dans la partie haute.",,Douce,Forêts de feuillus et de conifères,Juillet > Novembre,,"Champignons comestibles médiocres, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Conifères, En boule ou en étoile, Feuillus, Les champignons"
https://www.guidedeschampignons.com/produit/cepe-bronze-boletus-aereus-champignon-excellent-comestible/,CÈPE BRONZÉ,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Cepe-bronze.jpg,,Excellent comestible,"4 à 25 cm, sec, velouté, brun-noir à brun sombre, parfois teinté d’ochracé.","Fins, blancs puis crème et enfin jaune olivâtre.",,"5 à 15 cm, ventru, beige ochracé à brunâtre ou roussâtre, avec un réseau brunâtre discret.",Blanche,,Douce,"Forêts de feuillus, surtout sous les chênes",Juillet > Octobre,,"Cèpes, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Champignons excellents comestibles, Chênes, Feuillus, Les champignons, Pores, Pores adnés blancs puis crème puis jaune-olive, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/cepe-dete-boletus-aestivalis-excellent-comestible/,CÈPE D’ÉTÉ,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Cepe-dete.jpg,,Excellent comestible,"4 à 20 cm, sec, finement feutré, craquelé par temps sec, brun chaud, brun-châtain à café au lait clair.","Fins, blancs puis jaunes et enfin olivâtres.",,"5 à 15 cm, allongé, robuste, brun pâle à beige, avec un réseau blanc net.",Blanche,,Douce,Forêts de feuillus,Mai > Septembre,,"Cèpes, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE JUIN, CHAMPIGNONS DE MAI, CHAMPIGNONS DE SEPTEMBRE, Champignons excellents comestibles, Feuillus, Les champignons, Pores, Pores adnés blancs puis crème puis jaune-olive, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/cepe-de-bordeaux-boletus-edulis-champignon-delicieux/,CÈPE DE BORDEAUX,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Boletus-edulis_Cèpe-de-bordeaux_lagardere.jpg,,Excellent comestible,"4 à 25 cm, un peu gras au toucher, lisse, brun clair à brun sombre, à bord plus pâle avec un fin liseré blanchâtre","Fins, blancs puis jaunes et enfin olivâtres",,"6 à 20 cm, renflé, robuste, blanchâtre à brun clair, avec un réseau clair seulement visible au sommet","Blanche, brun-rose sous la peau du chapeau",,Douce,Forêts de feuillus et de conifères,Septembre > Novembre,,"Cèpes, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Champignons excellents comestibles, Conifères, Feuillus, Les champignons, Pores, Pores adnés blancs puis crème puis jaune-olive, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/cepe-des-pins-boletus-pinophilus-champignon-excellent-comestible/,CÈPE DES PINS,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/iStock-1297567154_Cèpe-des-pins_Boletus-pinophilus.jpg,,Excellent comestible,"4 à 25 cm, lisse, souvent ridé, brun-rouge sombre à acajou, finement poudré de blanchâtre","Fins, blancs puis jaunes et enfin olivâtres",,"5 à 15 cm, obèse puis allongé, ocre brun à brun roussâtre, avec un réseau brunâtre discret","Blanche, rosée sous la peau du chapeau",,Douce,Forêts de feuillus et de conifères,Mai à juin puis septembre à novembre,,"Cèpes, CHAMPIGNONS DE JUIN, CHAMPIGNONS DE MAI, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Champignons excellents comestibles, Conifères, Feuillus, Les champignons, Pores, Pores adnés blancs puis crème puis jaune-olive, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/chanterelle-cendree-craterellus-cinereus-excellent-comestible/,CHANTERELLE CENDRÉE,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Chanterelle-cendree.jpg,,Très bon comestible,"En entonnoir (2 à 6 cm), gris-noir à gris cendré, à bord très ondulé",,,"2 à 8 cm, noir à gris cendré, creux.",Très mince,,Douce,Forêts de feuillus,Août > Novembre,,"Champignons bons comestibles, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Chanterelle, Feuillus, Lames décurrentes, Lames décurrentes grises gris-jaune ou noirâtres, Lames ou plis, Les champignons, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/chanterelle-en-tube/,CHANTERELLE EN TUBE,https://www.guidedeschampignons.com/wp-content/uploads/2020/02/Chanterelle-en-tube.jpg,,Excellent comestible,"En entonnoir (2 à 6 cm), lisse, brun, brun-jaune à brun grisâtre, à bord ondulé.",,,"3 à 8 cm, creux, lisse, ocre jaune, jaune-brun à jaune grisâtre.",Très mince,,Douce,Surtout forêts de conifères,Septembre > Décembre,,"CHAMPIGNONS DE DECEMBRE, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Champignons excellents comestibles, Chanterelle, Conifères, Lames décurrentes, Lames décurrentes grises gris-jaune ou noirâtres, Lames ou plis, Les champignons, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/chanterelle-jaune-craterellus-lutescens-excellent-comestible/,CHANTERELLE JAUNE,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Chanterelle-Jaune.jpg,,Excellent comestible,"1 à 5 cm, en entonnoir, brun-châtain à brun-jaune, à bord ondulé",,,"3 à 8 cm, lisse, creux, jaune à jaune orangé","Mince, élastique",,Douce,Forêts de conifères,Août > Novembre,,"CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Champignons excellents comestibles, Chanterelle, Conifères, Les champignons, Lisse ou presque lisse, Pins, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/chanterelle-violette-gomphus-clavatus-bon-comestible/,CHANTERELLE VIOLETTE,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Gomphus-clavatus_Chanterelle-violette_pourre.jpg,,Bon comestible,"À sommet plat comme tronqué (2 à 10 cm), violet vif, puis tirant vers l’ochracé ou le brun ochracé.",,,"Court et massif, dans la continuité des plis et de la même couleur.",Épaisse et blanche,,Douce,"Forêts de conifères, en montagne",Juillet > Octobre,,"Champignons bons comestibles, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Conifères, En massue, Formes diverses, Les champignons, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/clathre-darcher-anthurus-archeri-champignon-a-rejeter/,CLATHRE D’ARCHER,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Anthurus-archeri_Clathre-dArcher_lagardere.jpg,Anthurus archeri,À rejeter,,,,Absent,,,Douce,Forêts de feuillus et de conifères,Juillet > Novembre,,"Champignons à rejeter, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Conifères, En boule ou en étoile, Feuillus, Formes diverses, Formes phallique, en cage ou tentaculaire, Les champignons"
https://www.guidedeschampignons.com/produit/clathre-rouge-clathrus-ruber-champignon-a-rejeter-coeur-de-sorciere/,CLATHRE ROUGE,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Clathrus_ruber_Clathre-rouge_francini.jpg,Clathrus ruberSynonyme : cœur-de-sorcière,À rejeter,,,,Absent,,,Douce,Forêts de feuillus et de conifères,Juillet > Novembre,,"Champignons à rejeter, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Conifères, Feuillus, Formes diverses, Formes phallique, en cage ou tentaculaire, Les champignons"
https://www.guidedeschampignons.com/produit/clavaire-a-cretes/,CLAVAIRE À CRÊTES,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Clavulina_cristata_Clavaire-à-crête_francini.jpg,Clavulina cristataSynonyme : crête-de-coq,Comestible médiocre,,,,"Tronc court, blanchâtre ou gris, souvent torsadé; base feutrée.",,,Douce,Forêts de feuillus et de conifères,Août > Novembre,,"Champignons comestibles médiocres, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Clavaire, Conifères, Feuillus, Formes diverses, Les champignons, Ramifié"
https://www.guidedeschampignons.com/produit/clavaire-chou-fleur-ramaria-botrytis-bon-comestible/,CLAVAIRE CHOU-FLEUR,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/shutterstock_1181926894_Clavaire-chou-fleur_Ramaria-botrytis.jpg,Ramaria botrytis,Bon comestible,,,,"Tronc massif, blanc à ocre, d’où partent les rameaux","Blanche, épaisse",,Douce,Forêts de feuillus et de conifères,Septembre > Novembre,,"Champignons bons comestibles, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Clavaire, Conifères, Feuillus, Formes diverses, Les champignons, Ramifié"
https://www.guidedeschampignons.com/produit/clavaire-crepue-sparassis-crispa-bon-comestible/,CLAVAIRE CRÉPUE,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Sparassis-crispa_Clavaire-crepue_francini.jpg,,Bon comestible,,,,Absent,"Blanche, un peu élastique",,"Douce, de noix","Au pied des conifères, surtout les pins",Juillet > Novembre,,"Champignons bons comestibles, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Clavaire, Conifères, Formes diverses, Les champignons, Pins, Ramifié"
https://www.guidedeschampignons.com/produit/clavaire-doree-ramaria-aurea-bon-comestible/,CLAVAIRE DORÉE,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Ramaria-aurea_Clavaire-dorée_pourre.jpg,,Bon comestible,,,,"Tronc épais, blanchâtre et jaune citron en haut","Blanche, épaisse",,Douce,Forêts de feuillus et de conifères,Septembre > Novembre,,"Champignons bons comestibles, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Clavaire, Conifères, Feuillus, Formes diverses, Les champignons, Ramifié"
https://www.guidedeschampignons.com/produit/clavaire-droite-ramaria-stricta-champignon-a-rejeter/,CLAVAIRE DROITE,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Ramaria-stricta_Clavaire-droite_lagardere.jpg,Ramaria stricta,À rejeter,,,,Tronc commun d’où partent les rameaux,"Blanchâtre à jaunâtre, élastique et coriace",,Légèrement amère,Bois mort de feuillus,Août > Novembre,,"Bois morts ou vivants, Champignons à rejeter, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Clavaire, Feuillus, Formes diverses, Les champignons, Ramifié"
https://www.guidedeschampignons.com/produit/clavaire-elegante-ramaria-formosa-champignon-toxique/,CLAVAIRE ÉLÉGANTE,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Ramaria_formosa_Clavaire-élégante_francini.jpg,,Toxique,"Buisson charnu (7 à 15 cm) composé de nombreux rameaux, rose saumon puis ocre rose, avec les sommets longtemps jaune vif.",,,"Tronc massif, blanchâtre, d’où partent les rameaux.",Blanche à rosâtre,,Amère,Bois mort de feuillus,Septembre > Décembre,"Clavaire dorée, clavaire chou-fleur","Bois morts ou vivants, CHAMPIGNONS DE DECEMBRE, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Champignons toxiques, Clavaire, Feuillus, Formes diverses, Les champignons, Ramifié"
https://www.guidedeschampignons.com/produit/clavaire-en-pilon-clavariadelphus-pistillaris-champignon-a-rejeter/,CLAVAIRE EN PILON,https://www.guidedeschampignons.com/wp-content/uploads/2021/07/iStock-1020046534_Clavaire-en-pilon_Clavariadelphus-pistillaris.jpg,,À rejeter,,,,,"Blanche, spongieuse",,Amère,Forêts de feuillus,Août > Novembre,,"Champignons à rejeter, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Clavaire, En massue, Feuillus, Formes diverses, Les champignons"
https://www.guidedeschampignons.com/produit/clavaire-rugueuse/,CLAVAIRE RUGUEUSE,https://www.guidedeschampignons.com/wp-content/uploads/2021/08/Clavulina_rugosa_clavaire-rugueuse.jpg,Clavulina rugosa,Comestible médiocre,,,,,"Blanche, molle",,Douce,Bois de conifères,Été et automne,,"Champignons comestibles médiocres, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE JUIN, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Clavaire, Conifères, Formes diverses, Les champignons, Ramifié"
https://www.guidedeschampignons.com/produit/clavaire-tronquee-clavariadelphus-truncatus-champignon-a-rejeter/,CLAVAIRE TRONQUÉE,https://www.guidedeschampignons.com/wp-content/uploads/2021/07/Clavariadelphus-truncatus_Clavaire-tronquee_pourre.jpg,Clavariadelphus truncatus,À rejeter,,,,,"Épaisse, spongieuse, blanche",,Douce,Forêts de conifères,Août > Octobre,,"Champignons à rejeter, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Clavaire, Conifères, En massue, Formes diverses, Les champignons"
https://www.guidedeschampignons.com/produit/clitocybe-a-bonne-odeur/,CLITOCYBE À BONNE ODEUR,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Clitocybe-amoenolens_Clitocybe-à-bonne-odeur_moingeon.jpg,,Toxique,"3 à 8 cm, beige-crème puis ocre roux, à bord longtemps enroulé. Centre mamelonné ou creusé plus sombre.",,,"2 à 5 cm, blanc à crème puis roux",Blanche,,"Douce, parfois de farine",Forêts de conifères,Septembre > Novembre,,"CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Champignons toxiques, Conifères, Lames décurrentes, Lames décurrentes blanches ou crème, Les champignons"
https://www.guidedeschampignons.com/produit/clitocybe-a-pied-en-massue/,CLITOCYBE À PIED EN MASSUE,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Ampulloclitocybe-clavipes_Clitocybe-à-pied-en-massue_mombert.jpg,,Toxique,"2 à 9 cm, gris-jaune à brun jaunâtre, mou au centre, comme rempli de coton.",,,"En massue (2 à 8 cm), de même couleur que le chapeau, base molle et spongieuse.","Blanchâtre, molle",,Douce,Forêts de feuillus et de conifères,Août > Octobre,,"CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Champignons toxiques, Conifères, Feuillus, Lames décurrentes, Lames décurrentes blanches ou crème, Les champignons"
https://www.guidedeschampignons.com/produit/clitocybe-en-coupe/,CLITOCYBE EN COUPE,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Pseudoclitocybe-cyathiformis_Clitocybe-en-coupe_page.jpg,,À rejeter,"En entonnoir (1 à 8 cm), lisse, gris-brun à brun sombre, plus clair sur le bord",,,"4 à 12 cm, gris-brun, finement strié de gris clair, plus large à la base",Grisâtre,,Douce,"Forêts de feuillus et de conifères, dans la mousse",Octobre > Décembre,,"Champignons à rejeter, CHAMPIGNONS DE DECEMBRE, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, Conifères, Dans la mousse, Feuillus, Lames décurrentes, Lames décurrentes blanches ou crème, Lames ou plis, Les champignons, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/clitocybe-en-entonnoir/,CLITOCYBE EN ENTONNOIR,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Infundibulicybe-gibba_Clitocybe-en-entonnoir_mombert.jpg,,Comestible,"3 à 7 cm, vite en entonnoir, mat, beige à ocre, petit mamelon au centre.",,,"3 à 7 cm, blanc à crème, lisse","Mince, Blanche",,Douce,Forêts de feuillus et de conifères,Septembre > Novembre,,"Champignons comestibles médiocres, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Conifères, Feuillus, Lames décurrentes, Lames décurrentes blanches ou crème, Lames ou plis, Les champignons, Un chapeau et un pied"
